Usage,LaggingCurrentReactivePower,LeadingCurrentReactivePower,CO2,LaggingCurrentPowerFactor,LeadingCurrentPowerFactor,NSM,WeekStatus,Year,Month,Day,Hours,Minutes,IsHoliday,Season,TempMax,TempMin,Temp,FeelsLikeMax,FeelsLikeMin,FeelsLike,Dew,Humidity,Precip,PrecipProb,PrecipCover,PrecipType,SnowDepth,WindGust,WindSpeed,WindDir,SeaLevelPressure,CloudCover,Visibility,SolarRadiation,SolarEnergy,UvIndex,Conditions,SunriseHour,LoadType,SunsetHour
90.18,43.74,0.0,0.04,89.98,100.0,3600,Weekday,2018,2,22,1,0,0,Winter,44.5,27.3,37.8,40.8,23.3,32.4,17.9,45.4,0.0,0,0.0,noprecip,0,0,13.4,324.0,1023.0,36.9,9.1,174.3,15.1,7,Partially cloudy,7,Light_Load,18
6.08,5.4,0.0,0.0,74.77,100.0,8100,Weekday,2018,2,22,2,15,0,Winter,44.5,27.3,37.8,40.8,23.3,32.4,17.9,45.4,0.0,0,0.0,noprecip,0,0,13.4,324.0,1023.0,36.9,9.1,174.3,15.1,7,Partially cloudy,7,Light_Load,18
5.94,5.29,0.0,0.0,74.68,100.0,12600,Weekday,2018,2,22,3,30,0,Winter,44.5,27.3,37.8,40.8,23.3,32.4,17.9,45.4,0.0,0,0.0,noprecip,0,0,13.4,324.0,1023.0,36.9,9.1,174.3,15.1,7,Partially cloudy,7,Light_Load,18
3.96,3.67,0.0,0.0,73.35,100.0,17100,Weekday,2018,2,22,4,45,0,Winter,44.5,27.3,37.8,40.8,23.3,32.4,17.9,45.4,0.0,0,0.0,noprecip,0,0,13.4,324.0,1023.0,36.9,9.1,174.3,15.1,7,Partially cloudy,7,Light_Load,18
3.96,3.46,0.0,0.0,75.3,100.0,21600,Weekday,2018,2,22,6,0,0,Winter,44.5,27.3,37.8,40.8,23.3,32.4,17.9,45.4,0.0,0,0.0,noprecip,0,0,13.4,324.0,1023.0,36.9,9.1,174.3,15.1,7,Partially cloudy,7,Light_Load,18
4.39,4.18,0.0,0.0,72.42,100.0,26100,Weekday,2018,2,22,7,15,0,Winter,44.5,27.3,37.8,40.8,23.3,32.4,17.9,45.4,0.0,0,0.0,noprecip,0,0,13.4,324.0,1023.0,36.9,9.1,174.3,15.1,7,Partially cloudy,7,Light_Load,18
80.24,54.86,0.0,0.04,82.55,100.0,30600,Weekday,2018,2,22,8,30,0,Winter,44.5,27.3,37.8,40.8,23.3,32.4,17.9,45.4,0.0,0,0.0,noprecip,0,0,13.4,324.0,1023.0,36.9,9.1,174.3,15.1,7,Partially cloudy,7,Light_Load,18
112.97,38.74,0.0,0.05,94.59,100.0,35100,Weekday,2018,2,22,9,45,0,Winter,44.5,27.3,37.8,40.8,23.3,32.4,17.9,45.4,0.0,0,0.0,noprecip,0,0,13.4,324.0,1023.0,36.9,9.1,174.3,15.1,7,Partially cloudy,7,Medium_Load,18
86.65,31.32,0.0,0.04,94.05,100.0,39600,Weekday,2018,2,22,11,0,0,Winter,44.5,27.3,37.8,40.8,23.3,32.4,17.9,45.4,0.0,0,0.0,noprecip,0,0,13.4,324.0,1023.0,36.9,9.1,174.3,15.1,7,Partially cloudy,7,Maximum_Load,18
18.86,8.32,18.25,0.01,91.49,71.86,44100,Weekday,2018,2,22,12,15,0,Winter,44.5,27.3,37.8,40.8,23.3,32.4,17.9,45.4,0.0,0,0.0,noprecip,0,0,13.4,324.0,1023.0,36.9,9.1,174.3,15.1,7,Partially cloudy,7,Medium_Load,18
113.94,51.34,0.0,0.05,91.17,100.0,48600,Weekday,2018,2,22,13,30,0,Winter,44.5,27.3,37.8,40.8,23.3,32.4,17.9,45.4,0.0,0,0.0,noprecip,0,0,13.4,324.0,1023.0,36.9,9.1,174.3,15.1,7,Partially cloudy,7,Medium_Load,18
118.19,44.32,0.0,0.05,93.63,100.0,53100,Weekday,2018,2,22,14,45,0,Winter,44.5,27.3,37.8,40.8,23.3,32.4,17.9,45.4,0.0,0,0.0,noprecip,0,0,13.4,324.0,1023.0,36.9,9.1,174.3,15.1,7,Partially cloudy,7,Medium_Load,18
82.22,29.99,0.0,0.04,93.95,100.0,57600,Weekday,2018,2,22,16,0,0,Winter,44.5,27.3,37.8,40.8,23.3,32.4,17.9,45.4,0.0,0,0.0,noprecip,0,0,13.4,324.0,1023.0,36.9,9.1,174.3,15.1,7,Partially cloudy,7,Medium_Load,18
110.27,47.66,0.0,0.05,91.79,100.0,62100,Weekday,2018,2,22,17,15,0,Winter,44.5,27.3,37.8,40.8,23.3,32.4,17.9,45.4,0.0,0,0.0,noprecip,0,0,13.4,324.0,1023.0,36.9,9.1,174.3,15.1,7,Partially cloudy,7,Maximum_Load,18
131.54,72.9,0.0,0.06,87.47,100.0,66600,Weekday,2018,2,22,18,30,0,Winter,44.5,27.3,37.8,40.8,23.3,32.4,17.9,45.4,0.0,0,0.0,noprecip,0,0,13.4,324.0,1023.0,36.9,9.1,174.3,15.1,7,Partially cloudy,7,Maximum_Load,18
99.47,40.03,0.0,0.05,92.77,100.0,71100,Weekday,2018,2,22,19,45,0,Winter,44.5,27.3,37.8,40.8,23.3,32.4,17.9,45.4,0.0,0,0.0,noprecip,0,0,13.4,324.0,1023.0,36.9,9.1,174.3,15.1,7,Partially cloudy,7,Maximum_Load,18
100.87,36.5,0.0,0.05,94.03,100.0,75600,Weekday,2018,2,22,21,0,0,Winter,44.5,27.3,37.8,40.8,23.3,32.4,17.9,45.4,0.0,0,0.0,noprecip,0,0,13.4,324.0,1023.0,36.9,9.1,174.3,15.1,7,Partially cloudy,7,Medium_Load,18
93.89,34.24,0.0,0.04,93.95,100.0,80100,Weekday,2018,2,22,22,15,0,Winter,44.5,27.3,37.8,40.8,23.3,32.4,17.9,45.4,0.0,0,0.0,noprecip,0,0,13.4,324.0,1023.0,36.9,9.1,174.3,15.1,7,Partially cloudy,7,Maximum_Load,18
37.91,27.58,0.0,0.02,80.86,100.0,84600,Weekday,2018,2,22,23,30,0,Winter,44.5,27.3,37.8,40.8,23.3,32.4,17.9,45.4,0.0,0,0.0,noprecip,0,0,13.4,324.0,1023.0,36.9,9.1,174.3,15.1,7,Partially cloudy,7,Light_Load,18
39.17,34.49,0.0,0.02,75.05,100.0,2700,Weekday,2018,2,23,0,45,0,Winter,51.6,24.0,41.7,51.6,24.0,37.9,32.9,71.9,0.0,0,0.0,noprecip,0,0,13.2,263.8,1023.3,16.8,3.7,182.7,15.8,6,Clear,7,Light_Load,18
6.12,7.6,0.0,0.0,62.72,100.0,7200,Weekday,2018,2,23,2,0,0,Winter,51.6,24.0,41.7,51.6,24.0,37.9,32.9,71.9,0.0,0,0.0,noprecip,0,0,13.2,263.8,1023.3,16.8,3.7,182.7,15.8,6,Clear,7,Light_Load,18
5.94,7.24,0.0,0.0,63.43,100.0,11700,Weekday,2018,2,23,3,15,0,Winter,51.6,24.0,41.7,51.6,24.0,37.9,32.9,71.9,0.0,0,0.0,noprecip,0,0,13.2,263.8,1023.3,16.8,3.7,182.7,15.8,6,Clear,7,Light_Load,18
5.9,6.77,0.0,0.0,65.7,100.0,16200,Weekday,2018,2,23,4,30,0,Winter,51.6,24.0,41.7,51.6,24.0,37.9,32.9,71.9,0.0,0,0.0,noprecip,0,0,13.2,263.8,1023.3,16.8,3.7,182.7,15.8,6,Clear,7,Light_Load,18
4.03,4.72,0.0,0.0,64.93,100.0,20700,Weekday,2018,2,23,5,45,0,Winter,51.6,24.0,41.7,51.6,24.0,37.9,32.9,71.9,0.0,0,0.0,noprecip,0,0,13.2,263.8,1023.3,16.8,3.7,182.7,15.8,6,Clear,7,Light_Load,18
4.07,5.0,0.0,0.0,63.13,100.0,25200,Weekday,2018,2,23,7,0,0,Winter,51.6,24.0,41.7,51.6,24.0,37.9,32.9,71.9,0.0,0,0.0,noprecip,0,0,13.2,263.8,1023.3,16.8,3.7,182.7,15.8,6,Clear,7,Light_Load,18
37.26,26.39,0.0,0.02,81.61,100.0,29700,Weekday,2018,2,23,8,15,0,Winter,51.6,24.0,41.7,51.6,24.0,37.9,32.9,71.9,0.0,0,0.0,noprecip,0,0,13.2,263.8,1023.3,16.8,3.7,182.7,15.8,6,Clear,7,Light_Load,18
77.29,28.26,0.0,0.04,93.92,100.0,34200,Weekday,2018,2,23,9,30,0,Winter,51.6,24.0,41.7,51.6,24.0,37.9,32.9,71.9,0.0,0,0.0,noprecip,0,0,13.2,263.8,1023.3,16.8,3.7,182.7,15.8,6,Clear,7,Medium_Load,18
73.62,30.78,0.0,0.03,92.26,100.0,38700,Weekday,2018,2,23,10,45,0,Winter,51.6,24.0,41.7,51.6,24.0,37.9,32.9,71.9,0.0,0,0.0,noprecip,0,0,13.2,263.8,1023.3,16.8,3.7,182.7,15.8,6,Clear,7,Maximum_Load,18
125.6,67.79,0.0,0.06,88.0,100.0,43200,Weekday,2018,2,23,12,0,0,Winter,51.6,24.0,41.7,51.6,24.0,37.9,32.9,71.9,0.0,0,0.0,noprecip,0,0,13.2,263.8,1023.3,16.8,3.7,182.7,15.8,6,Clear,7,Maximum_Load,18
72.76,31.0,1.94,0.03,92.0,99.96,47700,Weekday,2018,2,23,13,15,0,Winter,51.6,24.0,41.7,51.6,24.0,37.9,32.9,71.9,0.0,0,0.0,noprecip,0,0,13.2,263.8,1023.3,16.8,3.7,182.7,15.8,6,Clear,7,Medium_Load,18
74.2,26.17,0.0,0.03,94.31,100.0,52200,Weekday,2018,2,23,14,30,0,Winter,51.6,24.0,41.7,51.6,24.0,37.9,32.9,71.9,0.0,0,0.0,noprecip,0,0,13.2,263.8,1023.3,16.8,3.7,182.7,15.8,6,Clear,7,Medium_Load,18
66.53,35.21,0.0,0.03,88.39,100.0,56700,Weekday,2018,2,23,15,45,0,Winter,51.6,24.0,41.7,51.6,24.0,37.9,32.9,71.9,0.0,0,0.0,noprecip,0,0,13.2,263.8,1023.3,16.8,3.7,182.7,15.8,6,Clear,7,Medium_Load,18
60.3,22.1,0.0,0.03,93.89,100.0,61200,Weekday,2018,2,23,17,0,0,Winter,51.6,24.0,41.7,51.6,24.0,37.9,32.9,71.9,0.0,0,0.0,noprecip,0,0,13.2,263.8,1023.3,16.8,3.7,182.7,15.8,6,Clear,7,Medium_Load,18
57.89,38.7,0.11,0.03,83.13,100.0,65700,Weekday,2018,2,23,18,15,0,Winter,51.6,24.0,41.7,51.6,24.0,37.9,32.9,71.9,0.0,0,0.0,noprecip,0,0,13.2,263.8,1023.3,16.8,3.7,182.7,15.8,6,Clear,7,Maximum_Load,18
53.75,21.02,0.04,0.02,93.13,100.0,70200,Weekday,2018,2,23,19,30,0,Winter,51.6,24.0,41.7,51.6,24.0,37.9,32.9,71.9,0.0,0,0.0,noprecip,0,0,13.2,263.8,1023.3,16.8,3.7,182.7,15.8,6,Clear,7,Maximum_Load,18
45.97,2.09,2.88,0.02,99.9,99.8,74700,Weekday,2018,2,23,20,45,0,Winter,51.6,24.0,41.7,51.6,24.0,37.9,32.9,71.9,0.0,0,0.0,noprecip,0,0,13.2,263.8,1023.3,16.8,3.7,182.7,15.8,6,Clear,7,Medium_Load,18
38.05,0.25,3.31,0.02,100.0,99.62,79200,Weekday,2018,2,23,22,0,0,Winter,51.6,24.0,41.7,51.6,24.0,37.9,32.9,71.9,0.0,0,0.0,noprecip,0,0,13.2,263.8,1023.3,16.8,3.7,182.7,15.8,6,Clear,7,Medium_Load,18
89.57,40.93,0.0,0.04,90.95,100.0,83700,Weekday,2018,2,23,23,15,0,Winter,51.6,24.0,41.7,51.6,24.0,37.9,32.9,71.9,0.0,0,0.0,noprecip,0,0,13.2,263.8,1023.3,16.8,3.7,182.7,15.8,6,Clear,7,Light_Load,18
89.39,42.48,0.0,0.04,90.32,100.0,1800,Weekend,2018,2,24,0,30,1,Winter,54.4,28.1,44.5,54.4,28.1,42.9,36.2,74.1,0.0,0,0.0,noprecip,0,0,10.1,285.7,1026.5,64.5,2.6,151.5,12.8,6,Partially cloudy,7,Light_Load,18
6.23,5.04,0.0,0.0,77.74,100.0,6300,Weekend,2018,2,24,1,45,1,Winter,54.4,28.1,44.5,54.4,28.1,42.9,36.2,74.1,0.0,0,0.0,noprecip,0,0,10.1,285.7,1026.5,64.5,2.6,151.5,12.8,6,Partially cloudy,7,Light_Load,18
5.98,5.18,0.0,0.0,75.59,100.0,10800,Weekend,2018,2,24,3,0,1,Winter,54.4,28.1,44.5,54.4,28.1,42.9,36.2,74.1,0.0,0,0.0,noprecip,0,0,10.1,285.7,1026.5,64.5,2.6,151.5,12.8,6,Partially cloudy,7,Light_Load,18
5.94,4.9,0.0,0.0,77.14,100.0,15300,Weekend,2018,2,24,4,15,1,Winter,54.4,28.1,44.5,54.4,28.1,42.9,36.2,74.1,0.0,0,0.0,noprecip,0,0,10.1,285.7,1026.5,64.5,2.6,151.5,12.8,6,Partially cloudy,7,Light_Load,18
5.9,4.75,0.0,0.0,77.89,100.0,19800,Weekend,2018,2,24,5,30,1,Winter,54.4,28.1,44.5,54.4,28.1,42.9,36.2,74.1,0.0,0,0.0,noprecip,0,0,10.1,285.7,1026.5,64.5,2.6,151.5,12.8,6,Partially cloudy,7,Light_Load,18
4.79,4.93,0.0,0.0,69.68,100.0,24300,Weekend,2018,2,24,6,45,1,Winter,54.4,28.1,44.5,54.4,28.1,42.9,36.2,74.1,0.0,0,0.0,noprecip,0,0,10.1,285.7,1026.5,64.5,2.6,151.5,12.8,6,Partially cloudy,7,Light_Load,18
5.4,4.97,0.0,0.0,73.58,100.0,28800,Weekend,2018,2,24,8,0,1,Winter,54.4,28.1,44.5,54.4,28.1,42.9,36.2,74.1,0.0,0,0.0,noprecip,0,0,10.1,285.7,1026.5,64.5,2.6,151.5,12.8,6,Partially cloudy,7,Light_Load,18
88.38,12.67,0.04,0.04,98.99,100.0,33300,Weekend,2018,2,24,9,15,1,Winter,54.4,28.1,44.5,54.4,28.1,42.9,36.2,74.1,0.0,0,0.0,noprecip,0,0,10.1,285.7,1026.5,64.5,2.6,151.5,12.8,6,Partially cloudy,7,Medium_Load,18
51.8,3.96,1.73,0.02,99.71,99.94,37800,Weekend,2018,2,24,10,30,1,Winter,54.4,28.1,44.5,54.4,28.1,42.9,36.2,74.1,0.0,0,0.0,noprecip,0,0,10.1,285.7,1026.5,64.5,2.6,151.5,12.8,6,Partially cloudy,7,Maximum_Load,18
71.68,25.88,0.0,0.03,94.06,100.0,42300,Weekend,2018,2,24,11,45,1,Winter,54.4,28.1,44.5,54.4,28.1,42.9,36.2,74.1,0.0,0,0.0,noprecip,0,0,10.1,285.7,1026.5,64.5,2.6,151.5,12.8,6,Partially cloudy,7,Maximum_Load,18
4.25,0.0,17.53,0.0,100.0,23.56,46800,Weekend,2018,2,24,13,0,1,Winter,54.4,28.1,44.5,54.4,28.1,42.9,36.2,74.1,0.0,0,0.0,noprecip,0,0,10.1,285.7,1026.5,64.5,2.6,151.5,12.8,6,Partially cloudy,7,Medium_Load,18
84.31,9.94,0.0,0.04,99.31,100.0,51300,Weekend,2018,2,24,14,15,1,Winter,54.4,28.1,44.5,54.4,28.1,42.9,36.2,74.1,0.0,0,0.0,noprecip,0,0,10.1,285.7,1026.5,64.5,2.6,151.5,12.8,6,Partially cloudy,7,Medium_Load,18
36.47,0.0,4.9,0.02,100.0,99.11,55800,Weekend,2018,2,24,15,30,1,Winter,54.4,28.1,44.5,54.4,28.1,42.9,36.2,74.1,0.0,0,0.0,noprecip,0,0,10.1,285.7,1026.5,64.5,2.6,151.5,12.8,6,Partially cloudy,7,Medium_Load,18
77.33,6.01,0.07,0.04,99.7,100.0,60300,Weekend,2018,2,24,16,45,1,Winter,54.4,28.1,44.5,54.4,28.1,42.9,36.2,74.1,0.0,0,0.0,noprecip,0,0,10.1,285.7,1026.5,64.5,2.6,151.5,12.8,6,Partially cloudy,7,Medium_Load,18
88.09,10.84,0.0,0.04,99.25,100.0,64800,Weekend,2018,2,24,18,0,1,Winter,54.4,28.1,44.5,54.4,28.1,42.9,36.2,74.1,0.0,0,0.0,noprecip,0,0,10.1,285.7,1026.5,64.5,2.6,151.5,12.8,6,Partially cloudy,7,Maximum_Load,18
69.88,6.3,1.26,0.03,99.6,99.98,69300,Weekend,2018,2,24,19,15,1,Winter,54.4,28.1,44.5,54.4,28.1,42.9,36.2,74.1,0.0,0,0.0,noprecip,0,0,10.1,285.7,1026.5,64.5,2.6,151.5,12.8,6,Partially cloudy,7,Maximum_Load,18
86.87,10.73,0.07,0.04,99.25,100.0,73800,Weekend,2018,2,24,20,30,1,Winter,54.4,28.1,44.5,54.4,28.1,42.9,36.2,74.1,0.0,0,0.0,noprecip,0,0,10.1,285.7,1026.5,64.5,2.6,151.5,12.8,6,Partially cloudy,7,Medium_Load,18
93.31,14.18,0.0,0.04,98.86,100.0,78300,Weekend,2018,2,24,21,45,1,Winter,54.4,28.1,44.5,54.4,28.1,42.9,36.2,74.1,0.0,0,0.0,noprecip,0,0,10.1,285.7,1026.5,64.5,2.6,151.5,12.8,6,Partially cloudy,7,Medium_Load,18
81.65,38.84,0.0,0.04,90.3,100.0,82800,Weekend,2018,2,24,23,0,1,Winter,54.4,28.1,44.5,54.4,28.1,42.9,36.2,74.1,0.0,0,0.0,noprecip,0,0,10.1,285.7,1026.5,64.5,2.6,151.5,12.8,6,Partially cloudy,7,Maximum_Load,18
67.18,37.19,0.0,0.03,87.49,100.0,900,Weekend,2018,2,25,0,15,1,Winter,52.1,35.6,45.7,52.1,34.0,43.6,35.5,69.3,0.012,100,12.5,rain,0,0,16.6,346.6,1023.8,72.9,3.5,175.7,15.2,7,"Rain, Partially cloudy",7,Light_Load,18
5.44,5.69,0.0,0.0,69.1,100.0,5400,Weekend,2018,2,25,1,30,1,Winter,52.1,35.6,45.7,52.1,34.0,43.6,35.5,69.3,0.012,100,12.5,rain,0,0,16.6,346.6,1023.8,72.9,3.5,175.7,15.2,7,"Rain, Partially cloudy",7,Light_Load,18
5.87,6.41,0.0,0.0,67.54,100.0,9900,Weekend,2018,2,25,2,45,1,Winter,52.1,35.6,45.7,52.1,34.0,43.6,35.5,69.3,0.012,100,12.5,rain,0,0,16.6,346.6,1023.8,72.9,3.5,175.7,15.2,7,"Rain, Partially cloudy",7,Light_Load,18
3.96,4.1,0.0,0.0,69.47,100.0,14400,Weekend,2018,2,25,4,0,1,Winter,52.1,35.6,45.7,52.1,34.0,43.6,35.5,69.3,0.012,100,12.5,rain,0,0,16.6,346.6,1023.8,72.9,3.5,175.7,15.2,7,"Rain, Partially cloudy",7,Light_Load,18
3.92,3.96,0.0,0.0,70.35,100.0,18900,Weekend,2018,2,25,5,15,1,Winter,52.1,35.6,45.7,52.1,34.0,43.6,35.5,69.3,0.012,100,12.5,rain,0,0,16.6,346.6,1023.8,72.9,3.5,175.7,15.2,7,"Rain, Partially cloudy",7,Light_Load,18
3.96,4.21,0.0,0.0,68.51,100.0,23400,Weekend,2018,2,25,6,30,1,Winter,52.1,35.6,45.7,52.1,34.0,43.6,35.5,69.3,0.012,100,12.5,rain,0,0,16.6,346.6,1023.8,72.9,3.5,175.7,15.2,7,"Rain, Partially cloudy",7,Light_Load,18
3.85,4.14,0.0,0.0,68.1,100.0,27900,Weekend,2018,2,25,7,45,1,Winter,52.1,35.6,45.7,52.1,34.0,43.6,35.5,69.3,0.012,100,12.5,rain,0,0,16.6,346.6,1023.8,72.9,3.5,175.7,15.2,7,"Rain, Partially cloudy",7,Light_Load,18
4.14,0.0,12.92,0.0,100.0,30.52,32400,Weekend,2018,2,25,9,0,1,Winter,52.1,35.6,45.7,52.1,34.0,43.6,35.5,69.3,0.012,100,12.5,rain,0,0,16.6,346.6,1023.8,72.9,3.5,175.7,15.2,7,"Rain, Partially cloudy",7,Light_Load,18
4.54,0.0,18.76,0.0,100.0,23.52,36900,Weekend,2018,2,25,10,15,1,Winter,52.1,35.6,45.7,52.1,34.0,43.6,35.5,69.3,0.012,100,12.5,rain,0,0,16.6,346.6,1023.8,72.9,3.5,175.7,15.2,7,"Rain, Partially cloudy",7,Light_Load,18
4.68,0.0,6.34,0.0,100.0,59.39,41400,Weekend,2018,2,25,11,30,1,Winter,52.1,35.6,45.7,52.1,34.0,43.6,35.5,69.3,0.012,100,12.5,rain,0,0,16.6,346.6,1023.8,72.9,3.5,175.7,15.2,7,"Rain, Partially cloudy",7,Light_Load,18
4.32,0.0,16.31,0.0,100.0,25.6,45900,Weekend,2018,2,25,12,45,1,Winter,52.1,35.6,45.7,52.1,34.0,43.6,35.5,69.3,0.012,100,12.5,rain,0,0,16.6,346.6,1023.8,72.9,3.5,175.7,15.2,7,"Rain, Partially cloudy",7,Light_Load,18
4.21,0.0,16.78,0.0,100.0,24.34,50400,Weekend,2018,2,25,14,0,1,Winter,52.1,35.6,45.7,52.1,34.0,43.6,35.5,69.3,0.012,100,12.5,rain,0,0,16.6,346.6,1023.8,72.9,3.5,175.7,15.2,7,"Rain, Partially cloudy",7,Light_Load,18
4.21,0.0,16.74,0.0,100.0,24.39,54900,Weekend,2018,2,25,15,15,1,Winter,52.1,35.6,45.7,52.1,34.0,43.6,35.5,69.3,0.012,100,12.5,rain,0,0,16.6,346.6,1023.8,72.9,3.5,175.7,15.2,7,"Rain, Partially cloudy",7,Light_Load,18
4.21,0.0,16.74,0.0,100.0,24.39,59400,Weekend,2018,2,25,16,30,1,Winter,52.1,35.6,45.7,52.1,34.0,43.6,35.5,69.3,0.012,100,12.5,rain,0,0,16.6,346.6,1023.8,72.9,3.5,175.7,15.2,7,"Rain, Partially cloudy",7,Light_Load,18
4.97,0.0,25.99,0.0,100.0,18.78,63900,Weekend,2018,2,25,17,45,1,Winter,52.1,35.6,45.7,52.1,34.0,43.6,35.5,69.3,0.012,100,12.5,rain,0,0,16.6,346.6,1023.8,72.9,3.5,175.7,15.2,7,"Rain, Partially cloudy",7,Light_Load,18
4.1,0.0,17.5,0.0,100.0,22.81,68400,Weekend,2018,2,25,19,0,1,Winter,52.1,35.6,45.7,52.1,34.0,43.6,35.5,69.3,0.012,100,12.5,rain,0,0,16.6,346.6,1023.8,72.9,3.5,175.7,15.2,7,"Rain, Partially cloudy",7,Light_Load,18
4.21,0.0,18.83,0.0,100.0,21.82,72900,Weekend,2018,2,25,20,15,1,Winter,52.1,35.6,45.7,52.1,34.0,43.6,35.5,69.3,0.012,100,12.5,rain,0,0,16.6,346.6,1023.8,72.9,3.5,175.7,15.2,7,"Rain, Partially cloudy",7,Light_Load,18
4.1,0.0,17.5,0.0,100.0,22.81,77400,Weekend,2018,2,25,21,30,1,Winter,52.1,35.6,45.7,52.1,34.0,43.6,35.5,69.3,0.012,100,12.5,rain,0,0,16.6,346.6,1023.8,72.9,3.5,175.7,15.2,7,"Rain, Partially cloudy",7,Light_Load,18
4.0,3.67,0.0,0.0,73.68,100.0,81900,Weekend,2018,2,25,22,45,1,Winter,52.1,35.6,45.7,52.1,34.0,43.6,35.5,69.3,0.012,100,12.5,rain,0,0,16.6,346.6,1023.8,72.9,3.5,175.7,15.2,7,"Rain, Partially cloudy",7,Light_Load,18
3.85,3.17,0.0,0.0,77.2,100.0,0,Weekend,2018,2,25,0,0,1,Winter,52.1,35.6,45.7,52.1,34.0,43.6,35.5,69.3,0.012,100,12.5,rain,0,0,16.6,346.6,1023.8,72.9,3.5,175.7,15.2,7,"Rain, Partially cloudy",7,Light_Load,18
3.85,3.56,0.0,0.0,73.42,100.0,4500,Weekday,2018,2,26,1,15,0,Winter,58.0,26.3,43.2,58.0,26.3,40.6,26.3,53.8,0.0,0,0.0,noprecip,0,0,12.1,328.5,1024.0,0.0,6.9,223.3,19.3,8,Clear,7,Light_Load,18
5.54,4.72,0.0,0.0,76.12,100.0,9000,Weekday,2018,2,26,2,30,0,Winter,58.0,26.3,43.2,58.0,26.3,40.6,26.3,53.8,0.0,0,0.0,noprecip,0,0,12.1,328.5,1024.0,0.0,6.9,223.3,19.3,8,Clear,7,Light_Load,18
3.82,3.24,0.0,0.0,76.26,100.0,13500,Weekday,2018,2,26,3,45,0,Winter,58.0,26.3,43.2,58.0,26.3,40.6,26.3,53.8,0.0,0,0.0,noprecip,0,0,12.1,328.5,1024.0,0.0,6.9,223.3,19.3,8,Clear,7,Light_Load,18
4.03,3.53,0.0,0.0,75.22,100.0,18000,Weekday,2018,2,26,5,0,0,Winter,58.0,26.3,43.2,58.0,26.3,40.6,26.3,53.8,0.0,0,0.0,noprecip,0,0,12.1,328.5,1024.0,0.0,6.9,223.3,19.3,8,Clear,7,Light_Load,18
3.78,3.02,0.0,0.0,78.13,100.0,22500,Weekday,2018,2,26,6,15,0,Winter,58.0,26.3,43.2,58.0,26.3,40.6,26.3,53.8,0.0,0,0.0,noprecip,0,0,12.1,328.5,1024.0,0.0,6.9,223.3,19.3,8,Clear,7,Light_Load,18
4.82,3.82,0.0,0.0,78.37,100.0,27000,Weekday,2018,2,26,7,30,0,Winter,58.0,26.3,43.2,58.0,26.3,40.6,26.3,53.8,0.0,0,0.0,noprecip,0,0,12.1,328.5,1024.0,0.0,6.9,223.3,19.3,8,Clear,7,Light_Load,18
67.18,47.3,0.0,0.03,81.77,100.0,31500,Weekday,2018,2,26,8,45,0,Winter,58.0,26.3,43.2,58.0,26.3,40.6,26.3,53.8,0.0,0,0.0,noprecip,0,0,12.1,328.5,1024.0,0.0,6.9,223.3,19.3,8,Clear,7,Light_Load,18
53.35,9.97,0.0,0.02,98.3,100.0,36000,Weekday,2018,2,26,10,0,0,Winter,58.0,26.3,43.2,58.0,26.3,40.6,26.3,53.8,0.0,0,0.0,noprecip,0,0,12.1,328.5,1024.0,0.0,6.9,223.3,19.3,8,Clear,7,Medium_Load,18
82.76,39.46,0.0,0.04,90.26,100.0,40500,Weekday,2018,2,26,11,15,0,Winter,58.0,26.3,43.2,58.0,26.3,40.6,26.3,53.8,0.0,0,0.0,noprecip,0,0,12.1,328.5,1024.0,0.0,6.9,223.3,19.3,8,Clear,7,Maximum_Load,18
6.16,0.0,27.11,0.0,100.0,22.16,45000,Weekday,2018,2,26,12,30,0,Winter,58.0,26.3,43.2,58.0,26.3,40.6,26.3,53.8,0.0,0,0.0,noprecip,0,0,12.1,328.5,1024.0,0.0,6.9,223.3,19.3,8,Clear,7,Medium_Load,18
50.8,8.42,0.0,0.02,98.65,100.0,49500,Weekday,2018,2,26,13,45,0,Winter,58.0,26.3,43.2,58.0,26.3,40.6,26.3,53.8,0.0,0,0.0,noprecip,0,0,12.1,328.5,1024.0,0.0,6.9,223.3,19.3,8,Clear,7,Medium_Load,18
46.55,10.15,0.0,0.02,97.7,100.0,54000,Weekday,2018,2,26,15,0,0,Winter,58.0,26.3,43.2,58.0,26.3,40.6,26.3,53.8,0.0,0,0.0,noprecip,0,0,12.1,328.5,1024.0,0.0,6.9,223.3,19.3,8,Clear,7,Medium_Load,18
44.1,5.26,2.09,0.02,99.3,99.89,58500,Weekday,2018,2,26,16,15,0,Winter,58.0,26.3,43.2,58.0,26.3,40.6,26.3,53.8,0.0,0,0.0,noprecip,0,0,12.1,328.5,1024.0,0.0,6.9,223.3,19.3,8,Clear,7,Medium_Load,18
56.09,15.44,0.43,0.03,96.41,100.0,63000,Weekday,2018,2,26,17,30,0,Winter,58.0,26.3,43.2,58.0,26.3,40.6,26.3,53.8,0.0,0,0.0,noprecip,0,0,12.1,328.5,1024.0,0.0,6.9,223.3,19.3,8,Clear,7,Maximum_Load,18
65.56,26.46,0.0,0.03,92.73,100.0,67500,Weekday,2018,2,26,18,45,0,Winter,58.0,26.3,43.2,58.0,26.3,40.6,26.3,53.8,0.0,0,0.0,noprecip,0,0,12.1,328.5,1024.0,0.0,6.9,223.3,19.3,8,Clear,7,Maximum_Load,18
